,Effectiveness,HP_diff,Attack_diff,Defense_diff,Sp.Atk_diff,Sp.Def_diff,Speed_diff,F_Legendary,S_Legendary,First Won
8126,1.0,-3,-38,-75,-43,-73,13,0,0,1
8127,0.5,51,40,32,32,35,-5,0,0,0
8128,0.5,-50,-84,10,-15,-20,-31,0,0,0
8129,1.0,10,5,10,50,25,15,0,0,1
8130,1.0,-19,-24,-10,50,-5,-15,0,0,0
8131,2.0,-12,54,17,-47,-62,44,0,0,1
8132,1.0,-5,-5,65,60,15,-20,0,0,0
8133,0.5,-45,-65,-55,-87,-75,-45,0,1,0
8134,1.0,-35,-42,-28,-47,-23,-8,0,0,0
8135,1.0,-75,27,67,9,39,-47,0,0,0
8136,1.0,14,-2,9,35,39,23,0,0,1
8137,0.5,-10,45,-60,-25,-10,50,0,0,1
8138,1.0,-11,-22,-60,-22,-55,26,0,0,1
8139,1.0,-33,-25,-33,-55,0,-55,0,0,0
8140,1.0,10,68,90,8,50,2,0,0,1
8141,2.0,40,65,-2,85,25,57,0,0,1
8142,1.0,40,90,20,-15,10,55,0,0,1
8143,0.5,-50,-70,-40,-70,-100,-50,0,0,0
8144,1.0,6,-59,7,-75,-3,-33,0,1,0
8145,0.5,6,-38,-54,6,-22,-20,0,0,0
8146,1.0,-10,9,15,-80,-10,-54,0,0,0
8147,1.0,-30,-40,5,-40,-15,-55,0,0,0
8148,1.0,25,42,35,27,-10,88,0,0,1
8149,1.0,0,-45,57,-54,10,-41,0,0,0
8150,1.0,-15,42,72,-6,24,-22,0,0,0
8151,1.0,-47,-37,-57,-3,-37,-8,0,0,0
8152,1.0,-10,-5,-10,25,0,-15,0,0,0
8153,1.0,50,-20,6,65,16,-47,0,0,0
8154,1.0,-5,25,20,60,0,-10,1,0,0
8155,1.0,30,60,-5,15,25,-5,0,0,0
8156,2.0,15,4,-86,20,-25,15,0,0,1
8157,0.5,30,65,5,15,-50,0,0,0,0
8158,0.5,-15,-20,-30,-20,-30,9,0,0,1
8159,2.0,6,-6,-9,49,-9,3,0,0,1
8160,1.0,-10,-35,-45,-35,-40,-80,0,0,0
8161,1.0,-20,8,-40,-10,-40,5,0,0,1
8162,0.5,120,30,25,-5,-10,2,0,0,1
8163,0.0,-5,-55,-60,-30,-15,20,0,0,0
8164,1.0,25,55,30,35,10,-10,0,0,0
8165,2.0,0,-5,5,-25,-15,-10,0,0,0
8166,2.0,15,15,25,42,30,40,1,0,1
8167,0.5,40,40,25,80,15,40,1,0,1
8168,1.0,20,-22,2,23,67,-38,0,0,0
8169,0.5,-37,-60,-65,-100,-50,-19,0,1,0
8170,1.0,-5,-3,-2,20,-15,0,0,0,0
8171,1.0,40,35,55,-50,-20,-5,0,0,0
8172,0.5,20,18,25,27,-50,-30,0,0,0
8173,0.5,-46,-15,-20,-5,-10,16,1,1,1
8174,1.0,-115,22,12,22,37,77,0,0,1
8175,0.5,45,56,-15,36,15,48,0,0,1
8176,1.0,10,12,15,9,18,-26,0,0,0
8177,1.0,-30,15,-45,40,-30,30,1,0,1
8178,1.0,10,5,30,-50,-60,-30,0,1,0
8179,1.0,-12,-75,6,20,-45,-46,0,0,1
8180,0.5,-12,16,6,34,29,111,0,0,0
8181,1.0,-1,4,11,14,26,16,0,0,1
8182,0.5,-15,-35,-5,-38,3,-30,0,0,0
8183,1.0,40,65,55,30,-30,-20,1,0,0
8184,1.0,-16,39,-32,-36,-22,82,0,0,1
8185,1.0,50,85,-40,-35,-5,23,0,0,1
8186,1.0,18,66,-5,6,-75,15,0,0,1
8187,1.0,-10,9,33,-11,13,-24,0,0,0
8188,2.0,8,49,67,-52,-32,44,0,0,1
8189,0.5,30,5,-35,20,45,-15,0,0,0
8190,0.5,-44,15,8,-40,-25,-43,0,0,0
8191,0.5,-43,-90,-25,0,55,-32,0,0,1
8192,1.0,15,46,-10,26,-30,9,0,0,1
8193,1.0,9,-7,-39,-17,41,44,0,0,1
8194,1.0,27,69,25,3,71,9,0,0,1
8195,0.5,0,-5,37,-35,40,5,0,0,1
8196,1.0,55,5,15,56,66,50,0,0,1
8197,1.0,50,76,-5,86,25,63,1,0,1
8198,0.5,65,55,55,35,35,5,0,0,1
8199,1.0,20,0,-19,5,1,-17,0,0,0
8200,1.0,5,5,10,40,20,-40,0,0,0
8201,0.5,-35,0,-35,-30,-30,-20,0,0,0
8202,1.0,28,8,23,55,30,8,0,0,1
8203,0.5,-25,-81,-35,-6,-15,-20,0,0,0
8204,1.0,50,-2,-10,48,10,-86,0,0,0
8205,1.0,-33,-122,-20,-77,-20,-18,0,1,0
8206,1.0,-20,10,-15,15,-35,48,0,0,1
8207,1.0,-25,27,45,-3,-30,23,0,0,1
8208,0.5,5,80,-10,20,-25,50,0,0,1
8209,1.0,-60,17,17,19,19,120,1,0,1
8210,1.0,-10,-26,15,19,35,-14,0,0,0
8211,1.0,25,-5,45,80,60,35,0,0,1
8212,0.5,-105,5,12,10,40,33,0,0,1
8213,0.5,-20,-10,0,-70,5,15,0,0,1
8214,0.0,21,14,-15,-19,-20,-11,0,0,0
8215,1.0,10,25,35,30,30,-30,0,0,0
8216,1.0,-60,-35,-20,-50,-45,-10,0,0,0
8217,1.0,-40,-55,-30,-15,-25,11,0,0,1
8218,1.0,-90,-83,-50,-65,-30,-5,0,0,0
8219,1.0,-10,18,15,-10,0,37,0,0,1
8220,1.0,30,20,35,10,35,15,1,0,1
8221,1.0,0,26,-15,-9,-15,-6,0,0,0
8222,1.0,20,-25,-10,-20,-30,-10,0,0,0
8223,1.0,-41,-82,-37,11,-17,-30,0,0,0
8224,1.0,-21,79,34,-51,34,10,0,0,1
8225,1.0,-5,-15,-25,45,5,75,0,0,1
8226,0.5,0,-10,10,-55,-15,-40,0,0,0
8227,1.0,-1,-20,70,-15,-11,-35,0,0,1
8228,1.0,-12,-60,-45,-9,4,27,0,0,1
8229,1.0,-40,-60,13,-5,-30,-48,0,0,0
8230,2.0,-25,-37,-28,-50,-15,-5,0,0,0
8231,1.0,-37,-90,-60,-43,-55,-10,0,0,0
8232,2.0,-55,-65,-55,-85,-75,-15,0,1,0
8233,1.0,0,-8,-35,35,-25,-12,0,0,0
8234,1.0,100,60,70,-5,50,-15,0,0,0
8235,1.0,23,24,57,36,40,5,1,0,1
8236,1.0,-12,-30,-12,23,38,-70,0,0,0
8237,1.0,13,35,27,10,5,66,0,0,1
8238,1.0,-140,12,-13,2,-23,17,0,0,1
8239,0.5,-5,11,-15,10,0,-32,0,0,0
8240,1.0,-1,-11,-4,-11,1,36,0,0,1
8241,1.0,-7,13,-20,0,-5,6,0,0,1
8242,1.0,2,-39,59,-101,-71,-9,0,1,0
8243,1.0,-3,0,5,-15,-15,-11,0,0,0
8244,2.0,-5,25,0,25,-25,0,0,0,0
8245,0.5,-15,-38,-34,10,-25,54,0,0,0
8246,1.0,-36,-42,-47,-5,-25,-20,0,0,0
8247,1.0,-6,-29,9,31,9,27,0,0,1
8248,1.0,30,52,17,7,27,66,0,0,1
8249,1.0,5,-24,40,-24,55,14,0,0,1
8250,1.0,0,-8,108,-13,78,-30,0,0,0
8251,1.0,1,-2,-8,12,-14,-17,0,0,0
8252,0.5,-15,30,47,13,10,39,0,0,1
8253,0.5,30,25,-5,5,-55,20,0,0,1
8254,0.5,-12,-10,-85,50,-35,30,0,1,1
8255,1.0,-6,57,-28,-45,-29,16,0,0,1
8256,1.0,21,-22,0,55,0,54,0,0,1
8257,2.0,-35,-30,-30,-15,-30,10,0,0,1
8258,2.0,-18,-26,-25,-21,-20,-3,0,0,0
8259,2.0,-70,-100,45,60,0,-60,0,0,0
8260,0.5,-8,6,42,-40,-25,-50,0,0,0
8261,0.5,30,85,-100,65,65,-5,0,0,0
8262,1.0,-47,-115,-40,-67,-30,-70,0,0,0
8263,1.0,-15,-21,39,-1,19,-79,0,0,0
8264,1.0,10,-10,10,-30,-25,-70,0,0,0
8265,1.0,-10,-65,10,-55,15,-50,0,0,0
8266,1.0,0,20,0,-63,0,-47,0,1,0
8267,0.5,15,55,-100,-60,-20,50,0,0,1
8268,1.0,1,27,-13,-20,-30,10,0,0,1
8269,1.0,-5,-5,-10,0,-15,30,0,0,1
8270,1.0,-55,10,-40,-16,-67,-27,0,0,0
8271,0.5,10,5,-2,57,45,35,0,0,1
8272,1.0,30,55,45,79,44,65,1,0,1
8273,1.0,0,10,80,-5,-30,-62,0,0,0
8274,0.5,18,25,33,47,49,-22,1,0,0
8275,2.0,2,5,-26,-60,10,50,0,0,1
8276,1.0,-25,-12,-68,43,-83,5,0,0,1
8277,1.0,-29,24,-4,49,11,78,1,0,1
8278,1.0,25,30,20,0,0,35,0,0,1
8279,1.0,-5,0,-15,-20,-35,65,0,0,1
8280,2.0,36,2,45,59,40,48,0,0,1
8281,1.0,10,-20,-30,-40,-25,50,0,0,1
8282,1.0,-15,-73,-20,-33,-50,-1,0,0,0
8283,1.0,-7,16,-3,6,-3,-22,0,0,0
8284,1.0,-50,-160,-120,-130,-50,-70,0,1,0
8285,1.0,9,45,105,-40,-16,-60,0,0,0
8286,2.0,-38,-68,-3,-71,-14,-30,0,0,0
8287,2.0,-66,-27,-66,6,-16,-38,0,0,0
8288,1.0,-19,-39,-13,-44,-8,-37,0,0,0
8289,1.0,54,13,40,70,60,43,1,0,1
8290,1.0,81,0,45,62,55,-31,0,0,0
8291,1.0,35,-85,-80,-115,-95,-90,0,1,0
8292,1.0,100,-1,-4,-14,-51,-40,0,0,0
8293,2.0,-56,-112,-81,-59,-21,-48,0,1,1
8294,2.0,-36,-71,21,39,31,-4,0,0,0
8295,2.0,-5,-6,55,65,45,-34,0,0,0
8296,2.0,-30,-17,-33,-10,-15,10,0,0,1
8297,1.0,0,20,10,-15,-25,-35,0,0,0
8298,1.0,80,110,45,135,100,10,1,0,1
8299,1.0,56,100,-7,99,43,49,1,0,0
8300,1.0,3,1,-24,-34,-21,-51,0,0,0
8301,1.0,-31,-37,30,20,32,1,0,0,1
8302,1.0,7,29,5,-9,13,-70,0,0,0
8303,2.0,-30,-78,-45,-13,10,46,0,0,0
8304,1.0,-35,18,35,-18,35,-35,0,0,0
8305,2.0,-17,-5,13,5,80,29,0,0,1
8306,1.0,-25,-45,-45,-105,-55,-65,0,0,0
8307,1.0,40,30,40,80,55,5,0,0,1
8308,1.0,140,50,-10,50,-10,0,0,0,0
8309,1.0,-9,31,-31,6,-46,50,0,0,1
8310,2.0,-20,-29,-35,-10,-10,34,0,0,1
8311,1.0,-34,-50,-10,15,-10,-41,0,0,0
8312,0.5,5,5,-40,60,70,-30,1,0,0
8313,0.5,-10,-35,0,25,10,-30,0,0,0
8314,1.0,13,45,-5,15,20,7,0,0,1
8315,0.5,15,6,10,15,25,34,0,0,1
8316,1.0,-39,-27,42,-27,2,-61,0,0,0
8317,2.0,8,8,5,9,-7,67,0,0,1
8318,0.5,14,-2,-11,30,9,3,0,0,1
8319,1.0,-22,-56,26,-26,36,-58,0,1,0
8320,0.5,-9,-29,-55,-37,-25,-22,0,0,0
8321,1.0,45,60,5,70,35,50,1,0,1
8322,1.0,-22,25,5,125,95,60,0,0,1
8323,1.0,-60,40,45,-15,45,45,0,0,1
8324,1.0,-49,-10,20,-100,-55,-61,0,1,0
8325,1.0,-15,0,-14,-20,-8,-4,0,0,0
8326,1.0,-3,10,120,-40,0,-15,0,0,0
8327,1.0,-45,-70,-85,-25,-50,10,0,0,1
8328,1.0,-3,-16,-49,76,21,30,1,0,1
8329,1.0,5,10,30,-5,-15,-65,0,0,0
8330,1.0,-20,-34,-66,-1,1,20,0,0,1
8331,1.0,35,55,45,-10,10,-24,0,0,0
8332,2.0,-25,-5,-85,5,5,50,0,0,1
8333,0.5,36,32,15,30,16,37,0,0,1
8334,1.0,34,25,50,60,60,46,1,0,1
8335,1.0,-28,-60,-55,20,-25,43,0,0,1
8336,1.0,-11,-3,-3,-13,-10,-37,0,0,0
8337,1.0,-40,-15,-30,-40,-40,-25,0,0,0
8338,1.0,5,-18,5,28,5,9,0,0,0
8339,0.5,49,11,34,41,44,-13,0,0,0
8340,1.0,-10,-15,31,-25,-39,-50,0,0,1
8341,1.0,41,59,27,44,-13,23,0,0,1
8342,1.0,10,35,25,-60,-25,-80,0,0,0
8343,0.5,-20,0,-65,-55,-10,-25,0,0,0
8344,1.0,50,115,60,-10,30,30,1,0,1
8345,1.0,23,70,15,25,25,40,0,0,1
8346,1.0,-15,-25,5,-15,15,45,0,0,1
8347,0.5,25,-10,-50,55,45,20,0,0,1
8348,0.5,-15,10,-18,0,-8,-10,0,0,0
8349,1.0,46,77,-20,10,-40,42,0,0,1
8350,2.0,-20,-18,-13,7,-38,23,0,0,1
8351,0.0,-19,-20,30,-60,-10,-76,0,1,0
8352,2.0,40,47,63,-50,-40,-65,0,0,1
8353,0.5,26,32,82,69,47,-10,0,0,0
8354,1.0,30,31,-5,16,25,57,0,0,1
8355,1.0,-67,-66,-67,-83,-74,-75,0,1,0
8356,0.5,-32,-65,-30,-30,-30,-43,0,0,0
8357,0.5,-10,-34,-15,0,-10,14,0,0,1
8358,1.0,35,95,100,20,60,15,0,0,1
8359,0.5,25,30,12,-65,-5,-15,0,0,0
8360,2.0,25,55,-25,-55,-10,5,0,0,1
8361,0.5,22,14,2,4,-1,29,0,0,1
8362,1.0,-150,22,-28,-3,-28,27,0,0,1
8363,0.5,10,25,33,-50,-52,-35,0,0,0
8364,1.0,76,46,55,46,58,64,1,0,1
8365,1.0,20,-1,30,-13,-20,3,0,0,1
8366,1.0,40,110,-40,120,-40,35,0,0,0
8367,1.0,6,56,97,8,3,-10,0,0,0
8368,1.0,30,76,26,-35,10,40,0,0,1
8369,1.0,-30,15,-25,0,-40,10,0,0,1
8370,0.5,-5,-35,85,-5,20,-90,0,0,0
8371,2.0,-45,-120,-5,-80,-90,15,0,0,0
8372,1.0,-9,-10,-28,-10,29,8,1,1,1
8373,1.0,-20,-50,-20,-5,-50,30,0,0,0
8374,1.0,2,15,40,0,-15,-62,0,0,0
8375,2.0,20,15,15,55,35,50,0,0,1
8376,1.0,-35,-13,-13,12,-8,-15,0,0,0
8377,0.5,-70,15,35,-40,-10,-15,0,0,0
8378,2.0,38,61,55,39,48,-23,0,0,0
8379,0.5,-50,-100,-40,-130,-110,-40,0,1,0
8380,2.0,-34,-13,-46,-63,-61,-54,0,0,0
8381,1.0,25,-35,-20,85,30,-5,1,0,0
8382,1.0,42,-15,-5,101,37,65,1,0,1
8383,2.0,25,45,70,-70,-20,-35,0,0,1
8384,1.0,18,15,21,20,-14,-20,0,0,0
8385,0.5,-13,-37,-23,-36,-10,-15,0,0,0
8386,0.5,-11,88,-10,1,-10,-8,0,0,0
8387,1.0,35,29,28,0,25,-27,0,0,0
8388,1.0,-5,-45,-65,-20,-75,-15,0,0,0
8389,1.0,5,45,128,-25,-7,-10,0,0,0
8390,0.5,26,35,45,40,45,34,0,0,1
8391,1.0,-10,-5,-20,-15,-45,-5,0,1,0
8392,1.0,55,70,20,-25,65,20,0,0,1
8393,2.0,20,70,20,50,-100,40,1,1,1
8394,1.0,-46,-40,-63,-90,-68,-15,0,1,0
8395,1.0,20,-30,20,60,20,-5,0,0,0
8396,1.0,-44,2,-40,-65,-85,-28,0,1,0
8397,1.0,35,25,35,50,40,75,0,0,0
8398,1.0,-15,-10,-10,-94,-65,-67,0,0,0
8399,1.0,45,25,50,-85,20,-65,1,0,0
8400,1.0,-25,-52,-21,-25,-1,-40,0,0,0
8401,1.0,20,25,-25,0,75,5,0,0,1
8402,1.0,20,-10,10,0,25,20,0,0,1
8403,1.0,15,-35,0,-5,-25,70,0,0,1
8404,0.5,-25,45,15,-55,-50,45,0,0,1
8405,1.0,15,35,2,-30,-10,7,0,0,1
8406,0.5,70,-30,-40,21,51,15,0,0,1
8407,2.0,-10,-35,0,20,80,55,0,0,1
8408,1.0,0,-10,-10,45,25,20,0,0,1
8409,2.0,40,15,75,25,70,50,1,0,1
8410,0.0,-34,-50,-30,-40,-20,2,0,1,0
8411,1.0,15,43,18,20,20,29,0,0,1
8412,2.0,18,15,-24,45,8,8,0,0,1
8413,1.0,-1,115,-45,100,-55,91,1,0,1
8414,1.0,-13,-1,66,-1,-1,40,1,0,1
8415,1.0,15,-23,-40,-4,-4,8,0,0,1
8416,1.0,20,-15,10,-50,-55,-75,0,0,0
8417,2.0,-36,-38,-48,-85,-34,-9,0,0,0
8418,0.5,30,74,2,46,20,50,0,0,1
8419,1.0,27,25,40,55,45,-32,0,0,0
8420,1.0,-15,-7,-133,-27,-108,-10,0,0,0
8421,0.5,0,25,-37,-60,20,-93,0,1,0
8422,2.0,-15,-35,-10,-75,-80,-40,0,1,0
8423,0.5,46,0,-10,12,-15,-36,0,0,0
8424,1.0,40,75,65,-45,-55,-45,0,0,1
8425,1.0,70,-30,-54,15,-34,-52,0,0,0
8426,1.0,0,60,20,-35,20,16,0,0,1
8427,1.0,-5,-5,-50,-20,-90,-25,0,0,0
8428,1.0,-1,-6,5,8,1,-1,0,0,0
8429,1.0,-50,0,-20,-15,-15,25,0,0,1
8430,1.0,-25,-45,10,-30,-18,8,0,0,0
8431,0.5,-55,-15,-50,-45,-50,-35,0,0,0
8432,2.0,-40,-22,-27,-37,-52,-6,0,0,0
8433,1.0,-34,-15,-17,-22,-34,85,0,0,1
8434,1.0,35,60,10,50,15,65,0,0,1
8435,2.0,0,-72,-7,-72,-7,-15,0,0,0
8436,1.0,25,-25,20,80,-20,-70,0,0,0
8437,1.0,40,42,-45,15,-45,49,0,0,1
8438,1.0,12,40,0,0,-10,-12,0,0,0
8439,0.5,-33,-38,-14,-45,-14,0,0,0,0
8440,1.0,10,18,-15,27,-15,25,0,0,1
8441,1.0,43,46,25,46,25,55,0,0,1
8442,2.0,49,60,26,10,16,25,0,0,1
8443,1.0,45,55,40,95,80,70,1,0,1
8444,1.0,-2,27,46,-8,20,-18,0,0,0
8445,1.0,35,0,-22,37,50,-14,1,0,0
8446,1.0,-13,-11,-34,-9,-46,-67,0,0,0
8447,1.0,-5,-30,35,-60,-30,-20,0,1,0
8448,1.0,5,-75,0,-110,-10,-70,0,1,0
8449,1.0,-5,-17,-45,-3,-20,-50,0,0,0
8450,1.0,-10,-12,-30,-67,15,-48,0,0,0
8451,1.0,15,-10,0,0,-20,-50,0,0,0
8452,2.0,-35,28,-17,-68,-58,5,0,0,1
8453,2.0,-38,-50,-42,-27,-46,-28,0,1,0
8454,1.0,56,170,60,134,60,110,1,0,1
8455,0.5,-35,-60,-20,-65,-10,35,0,0,1
8456,0.5,-11,88,-10,1,-10,-8,0,0,0
8457,1.0,12,-5,65,-10,-50,-35,0,0,0
8458,1.0,59,135,-25,10,-15,28,0,0,1
8459,1.0,6,44,5,-15,10,-46,0,0,0
8460,1.0,50,70,20,-35,-45,-25,0,0,0
8461,1.0,82,60,70,35,60,10,0,0,1
8462,1.0,25,0,45,5,75,-5,0,0,0
8463,0.5,11,25,35,25,25,65,0,0,1
8464,0.0,25,50,16,5,22,-4,0,0,0
8465,1.0,-15,-49,-55,6,-35,9,0,0,1
8466,2.0,-3,-30,-1,-85,-30,-35,0,0,0
8467,1.0,-1,25,5,43,5,61,0,0,1
8468,2.0,-19,-58,-15,-68,-30,-61,0,0,0
8469,1.0,-45,-15,-55,-35,-40,10,0,0,1
8470,1.0,-5,40,-120,55,0,65,0,0,1
8471,1.0,29,64,116,-31,51,-45,0,0,1
8472,0.5,38,85,71,68,25,40,0,0,1
8473,1.0,-50,-75,-55,-115,-85,-40,0,1,0
8474,1.0,65,115,60,30,20,-10,1,0,0
8475,1.0,6,-60,10,-30,54,20,1,1,1
8476,1.0,60,-40,-25,-115,-50,-60,0,1,0
8477,2.0,-15,-35,-60,-75,-15,-30,0,0,0
8478,1.0,46,66,5,-5,5,60,0,0,0
8479,0.0,18,40,-60,-20,0,60,0,0,0
8480,0.5,6,57,29,22,24,-24,1,0,0
8481,1.0,0,0,3,-20,3,-1,0,0,0
8482,0.5,-25,-25,-15,-5,-10,-20,0,0,0
8483,1.0,5,10,40,44,84,20,0,0,1
8484,0.5,30,57,72,77,42,6,1,0,1
8485,0.5,-6,7,-8,-61,-26,-1,0,0,0
8486,2.0,-31,-29,-5,8,-5,-8,0,1,0
8487,1.0,-5,-20,0,-50,-25,-25,0,0,0
8488,1.0,27,55,80,-1,11,28,0,0,1
8489,0.5,-15,-2,-67,-47,8,4,0,0,1
8490,0.5,-12,-15,-3,-48,-29,-57,0,0,0
8491,1.0,0,-31,15,-2,14,-34,0,0,0
8492,1.0,-12,-19,8,43,15,20,0,0,1
8493,1.0,85,10,80,55,40,15,1,0,1
8494,2.0,35,23,-58,53,-58,0,0,0,0
8495,1.0,89,76,35,25,-5,30,0,0,1
8496,1.0,-7,-33,-48,19,40,-5,0,0,0
8497,1.0,15,73,13,5,45,84,0,0,1
8498,1.0,18,-9,32,31,52,-39,0,0,0
8499,0.5,-11,-33,-12,-5,-15,-25,0,0,0
8500,1.0,35,25,-1,45,3,23,0,0,0
8501,1.0,0,-55,-55,45,25,5,0,0,1
8502,1.0,40,43,30,-60,-10,-45,0,0,0
8503,0.5,18,44,17,-12,3,74,0,0,1
8504,1.0,15,-25,45,-10,55,11,0,0,1
8505,0.5,0,-25,-48,5,17,30,0,0,1
8506,1.0,4,20,50,-111,-49,-32,0,0,0
8507,0.5,-14,-49,-2,-96,-3,-36,0,0,0
8508,1.0,-3,29,50,9,0,-18,0,0,0
8509,2.0,-16,8,43,-42,-20,-58,0,1,1
8510,1.0,-15,-24,-50,33,20,42,0,0,0
8511,1.0,2,-31,31,-61,31,-7,0,0,0
8512,0.5,25,105,5,-15,40,90,0,0,1
8513,1.0,-13,-40,4,-85,30,-42,0,0,0
8514,2.0,11,2,90,-28,10,-66,0,0,0
8515,1.0,48,105,35,-50,0,-38,0,0,1
8516,1.0,-10,35,10,-5,10,13,0,0,1
8517,1.0,-15,-65,15,-75,5,-15,0,1,0
8518,1.0,-14,-9,2,-9,11,12,0,0,1
8519,1.0,15,10,5,15,-13,8,0,0,1
8520,0.5,15,-5,-40,5,-20,45,0,0,1
8521,1.0,6,26,-50,59,-20,59,1,0,1
8522,2.0,10,75,-5,-30,0,70,0,0,1
8523,0.5,-45,-35,80,20,55,-5,0,0,0
8524,1.0,3,36,-7,13,-17,-35,0,0,0
8525,1.0,-11,3,-4,21,1,-57,0,0,0
8526,1.0,-29,-115,-55,-88,-58,-24,0,1,0
8527,1.0,-45,35,-20,5,5,-5,0,0,0
8528,0.5,-20,10,-90,-60,-20,-20,0,0,0
8529,1.0,-9,34,16,-31,27,13,0,0,1
8530,1.0,51,56,0,56,3,-14,1,0,0
8531,1.0,-20,10,-35,-25,-35,-20,0,0,0
8532,1.0,-5,45,0,-30,45,30,0,0,1
8533,1.0,-26,5,82,-2,73,-27,0,0,0
8534,1.0,10,-25,10,20,10,-15,0,0,0
8535,1.0,30,17,30,66,29,38,0,0,1
8536,0.5,-15,-48,33,-40,-5,-45,0,0,0
8537,1.0,15,30,-41,10,9,10,0,0,1
8538,1.0,-5,-50,0,85,0,-45,0,0,0
8539,1.0,25,45,10,15,-5,-10,0,0,0
8540,1.0,15,0,15,-100,5,-65,0,0,0
8541,1.0,27,-22,-59,45,-27,9,0,0,1
8542,1.0,-55,10,25,-5,55,42,0,0,1
8543,1.0,43,87,58,25,10,-13,0,0,0
8544,1.0,-110,-130,-70,-40,-35,-15,0,0,0
8545,0.5,-9,22,-25,0,-15,32,0,0,1
8546,0.0,-20,-5,-72,-3,-25,-19,0,0,0
8547,0.5,75,99,33,-1,-19,-2,0,0,0
8548,0.5,-10,-30,-5,-20,5,-20,0,0,0
8549,0.5,55,40,40,30,5,25,0,0,1
8550,1.0,-22,-44,-72,-18,-44,12,0,0,1
8551,0.5,55,48,65,6,65,30,1,0,1
8552,0.5,20,-18,-6,45,31,-32,0,0,0
8553,1.0,31,37,23,23,43,-17,0,0,0
8554,0.5,9,-2,35,-20,15,-37,0,0,0
8555,1.0,5,50,65,-10,-3,-27,0,0,1
8556,0.5,-20,-16,-30,-6,-30,-29,0,0,0
8557,1.0,-20,-45,-20,-30,15,50,0,0,0
8558,1.0,22,43,28,69,32,58,1,0,1
8559,1.0,25,10,30,80,65,70,0,0,1
8560,1.0,-20,-40,64,-17,45,-18,0,0,0
8561,1.0,-45,-85,0,-20,-10,-110,0,0,0
8562,1.0,20,30,10,-18,-40,34,0,0,1
8563,2.0,-15,-40,-55,-65,-60,-145,0,1,1
8564,1.0,-30,-38,-5,-18,-5,-4,0,0,0
8565,0.5,-12,70,54,-20,25,3,0,0,1
8566,1.0,24,43,26,-22,-42,-54,0,0,0
8567,1.0,20,30,45,90,65,10,0,0,1
8568,1.0,3,-57,-23,-109,-99,-6,0,1,0
8569,1.0,81,66,61,91,64,54,1,0,1
8570,1.0,-15,-41,-21,5,-55,5,0,0,1
8571,1.0,-30,-55,-70,-94,-60,-27,0,1,0
8572,1.0,-15,36,-12,6,-40,1,0,0,1
8573,1.0,-10,-100,-106,-40,-46,-20,0,1,0
8574,2.0,-40,-79,-110,-65,-75,-3,0,0,0
8575,0.5,-3,30,40,-45,20,0,0,0,0
8576,1.0,20,15,17,-2,5,-9,0,0,0
8577,1.0,50,100,70,65,80,20,0,0,1
8578,1.0,15,60,90,30,35,45,0,0,1
8579,0.5,-25,-35,-150,-5,-15,20,0,0,0
8580,1.0,20,10,7,45,35,28,0,0,1
8581,1.0,30,-60,-40,65,55,20,0,0,1
8582,0.5,-5,47,102,29,14,-47,0,0,0
8583,1.0,-42,-20,-40,-80,-50,17,0,0,1
8584,1.0,-25,-45,-10,-30,5,15,0,0,1
8585,1.0,-9,-99,12,-51,22,-87,0,0,0
8586,1.0,65,110,50,80,40,20,1,0,1
8587,1.0,80,35,63,25,53,10,0,0,1
8588,1.0,-15,-32,-22,-22,-22,24,0,0,1
8589,1.0,-20,-15,10,40,90,50,0,0,1
8590,0.5,-35,-70,-40,-30,-30,-15,0,1,0
8591,1.0,23,-5,33,-15,28,10,0,0,1
8592,1.0,70,-25,-60,-10,85,15,0,0,1
8593,1.0,30,58,65,125,85,45,1,0,0
8594,1.0,74,-19,39,46,64,-43,0,0,1
8595,1.0,-50,-80,20,-30,70,0,1,1,0
8596,1.0,33,45,11,25,36,65,0,0,1
8597,2.0,10,12,15,38,15,15,0,0,1
8598,1.0,82,88,22,57,23,68,0,0,1
8599,1.0,10,30,40,19,-6,-5,0,0,0
8600,1.0,-40,17,-3,-26,-26,-32,0,0,0
8601,1.0,40,70,-11,65,24,5,0,0,1
8602,2.0,-5,17,20,75,25,-72,0,0,0
8603,0.5,90,-23,17,-58,-18,-36,0,0,0
8604,1.0,-30,-35,-10,45,10,40,0,1,1
8605,1.0,14,40,-35,90,15,26,1,0,1
8606,2.0,25,15,65,20,70,-15,0,0,0
8607,1.0,10,-3,53,32,58,76,0,0,1
8608,1.0,-5,-43,-35,-25,-55,-12,0,0,0
8609,1.0,-28,-70,-51,-70,-25,-70,0,0,0
8610,2.0,18,15,-17,40,-10,64,0,0,1
8611,1.0,14,46,20,-16,-65,-9,0,0,0
8612,0.5,-20,-20,-20,-45,-45,-10,0,1,0
8613,1.0,-30,15,-35,52,-35,10,0,0,1
8614,1.0,-10,-5,-20,-35,-85,-20,0,0,0
8615,1.0,-35,-35,0,-70,-30,-20,0,0,0
8616,2.0,-10,18,45,38,5,10,1,0,1
8617,0.5,60,11,-20,-4,0,48,1,0,1
8618,1.0,6,-23,5,5,-5,-20,0,0,0
8619,2.0,8,66,-18,-60,-40,-15,0,0,0
8620,1.0,10,-10,-21,40,-1,5,0,0,1
8621,1.0,-2,-75,30,65,50,7,0,0,1
8622,1.0,-6,5,0,51,0,46,0,0,1
